id,price,stations,crime rate,group
E02000823,36,15,0.011287436,0
E02000824,143,20,0.01815065,1
E02000825,44,23,0.010595474,0
E02000826,126,24,0.012898264,1
E02000827,106,21,0.010021461,4
E02000828,62,22,0.011285714,0
E02000829,148,22,0.010551892,1
E02000830,102,27,0.011627907,4
E02000831,111,18,0.015869454,4
E02000832,102,39,0.022478852,4
E02000833,88,23,0.015582127,4
E02000834,128,25,0.013172385,1
E02000835,80,8,0.044647486,4
E02000836,121,23,0.021523623,1
E02000837,63,17,0.010354715,0
E02000838,140,8,0.02096156,1
E02000839,104,3,0.027263755,4
E02006802,118,6,0.043035316,1
E02000840,68,19,0.013466155,0
E02000841,73,6,0.011116066,4
E02000842,94,11,0.015775333,4
E02000843,183,11,0.029367219,1
E02000844,117,11,0.015635139,1
E02000845,151,10,0.018084661,1
E02000846,78,26,0.015177344,4
E02000847,142,18,0.014274851,1
E02000848,88,9,0.018676123,4
E02000849,95,8,0.023388133,4
E02000850,140,23,0.026967344,1
E02000851,300,9,0.016048835,5
E02000852,110,18,0.012307089,4
E02000853,137,11,0.016808128,1
E02000854,110,10,0.023546706,4
E02000855,98,10,0.009015067,4
E02000856,149,10,0.014871155,1
E02000857,138,15,0.006832595,1
E02000858,86,15,0.014416081,4
E02000859,137,20,0.015247478,1
E02000860,136,50,0.011513441,1
E02000861,70,17,0.01346204,0
E02000863,86,11,0.015263715,4
E02006836,115,42,0.00952717,4
E02000864,79,37,0.012416658,4
E02000865,94,20,0.012881841,4
E02000866,95,24,0.009300485,4
E02000867,107,21,0.01785494,4
E02000868,120,23,0.00780212,1
E02000869,32,18,0.014738617,0
E02000870,47,15,0.007279109,0
E02000871,86,26,0.008052723,4
E02000872,64,24,0.00965138,0
E02000873,82,12,0.008191654,4
E02000874,36,14,0.035374809,0
E02000875,98,25,0.007549421,4
E02000876,21,23,0.01189381,0
E02000877,232,25,0.005857852,5
E02000878,70,16,0.010248836,0
E02000879,26,37,0.015670079,0
E02000880,32,12,0.012565863,0
E02000881,100,24,0.008483591,4
E02000882,33,18,0.01457946,0
E02000883,42,21,0.006948229,0
E02000884,211,22,0.008890169,5
E02000885,20,9,0.008889788,0
E02000886,155,20,0.032414472,1
E02000887,100,12,0.024565328,4
E02000888,58,24,0.01620997,0
E02000889,125,15,0.019736141,1
E02000890,71,14,0.012552371,0
E02000891,660,13,0.01611603,2
E02000893,44,35,0.027360574,0
E02000894,126,9,0.011969601,1
E02006853,118,16,0.014893617,1
E02006854,106,13,0.017019832,4
E02000895,88,11,0.00654636,4
E02000896,130,12,0.007587287,1
E02000897,87,21,0.007977582,4
E02000898,76,6,0.025340287,4
E02000899,102,36,0.007574832,4
E02000900,90,14,0.008249881,4
E02000901,103,27,0.004629726,4
E02000902,104,10,0.004987678,4
E02000903,118,21,0.006597374,1
E02000904,88,20,0.005101328,4
E02000905,94,25,0.005497564,4
E02000906,88,12,0.008750912,4
E02000907,84,20,0.005367941,4
E02000908,105,17,0.002729128,4
E02000909,113,14,0.004928154,4
E02000910,131,13,0.004903037,1
E02000911,124,14,0.007912222,1
E02000912,87,28,0.007233041,4
E02000913,63,16,0.005491556,0
E02000914,85,8,0.006641537,4
E02000915,90,8,0.005516406,4
E02000916,114,16,0.011406571,4
E02000917,128,18,0.003711945,1
E02000918,86,10,0.006227967,4
E02000919,92,7,0.004602774,4
E02000920,85,11,0.013939875,4
E02000921,70,3,0.003535399,0
E02000922,86,3,0.008171941,4
E02000923,112,26,0.008544017,4
E02000924,1108,17,0.008159839,3
E02000925,63,11,0.008564427,0
E02000926,231,10,0.008489362,5
E02000927,81,10,0.00770322,4
E02000928,121,12,0.00918538,1
E02000929,58,19,0.035237704,0
E02000930,132,7,0.00843071,1
E02000931,127,22,0.00637095,1
E02000932,178,4,0.006583579,1
E02000933,116,14,0.006442906,4
E02000934,118,27,0.013224101,1
E02000935,23,14,0.022076801,0
E02000936,137,13,0.015791329,1
E02000937,93,26,0.005634328,4
E02000938,157,24,0.007048677,1
E02000939,82,54,0.00682795,4
E02000940,122,8,0.006615077,1
E02000941,135,18,0.026366242,1
E02000942,106,25,0.007933441,4
E02000943,158,18,0.005589035,1
E02000944,60,89,0.007437783,0
E02000945,43,54,0.005674924,0
E02000946,104,63,0.007511901,4
E02000947,193,16,0.014569067,5
E02000948,166,7,0.010017575,1
E02000949,149,60,0.020827687,1
E02000950,71,14,0.016833936,0
E02000951,81,38,0.00877534,4
E02000952,64,32,0.027874316,0
E02000953,117,30,0.008332315,1
E02000954,58,40,0.009074869,0
E02000955,57,41,0.005092698,0
E02000956,70,59,0.005486445,0
E02000957,131,43,0.007257112,1
E02000958,54,32,0.005611461,0
E02000959,83,41,0.006047321,4
E02000960,60,30,0.009626003,0
E02000961,73,18,0.005904735,4
E02000962,94,67,0.00300204,4
E02000963,55,40,0.00542097,0
E02000964,84,54,0.005393341,4
E02000965,109,24,0.008703445,4
E02000966,110,88,0.007956345,4
E02000967,106,46,0.006040711,4
E02000968,40,36,0.00730569,0
E02000969,53,47,0.006068047,0
E02000970,98,46,0.012547228,4
E02000971,98,23,0.004083139,4
E02000972,125,59,0.006850764,1
E02000973,117,22,0.004464691,1
E02000974,153,24,0.013521679,1
E02000975,95,25,0.003429337,4
E02000976,92,45,0.007926783,4
E02000977,234,29,0.008287696,5
E02000978,107,51,0.007915044,4
E02000979,207,50,0.008307494,5
E02000980,139,44,0.008234681,1
E02000981,88,49,0.007472124,4
E02000982,69,41,0.008909818,0
E02000983,49,42,0.034180573,0
